"","Plant","Quantity_units","Cost_of_Goods_Sold_EURO","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs","Product_Line","Product_Type","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Number_of_Deliveries","Customer_Class","Turnover_Range_EURO","Geographical_Area"
"1105","Northern Italy",3,546.2,64.01,48.07,30.75,178.98,"Plugs and Caps","Spare Parts",30,957,1255,18,"Others","c 100-250","ITA"
"1106","Northern Italy",4,728.27,97.57,305.81,1.44,238.64,"Plugs and Caps","Spare Parts",30,957,1899,4,"Others","a 0-20","ITA"
"1107","Northern Italy",9,1638.6,238.55,1123.61,9.08,536.95,"Plugs and Caps","Spare Parts",30,957,3325,40,"Others","b 20-100","ITA"
"1108","Northern Italy",13,2366.87,308.39,185.08,6.39,775.6,"Plugs and Caps","Spare Parts",30,957,3977,29,"Nationals","e >500","ITA"
"1109","USA",2,304.41,46.79,52.37,74.48,108.7,"Plugs and Caps","Spare Parts",20,264,897,18,"Others","b 20-100","NAM"
"1110","USA",1,152.2,25.75,29.42,0.41,54.35,"Plugs and Caps","Spare Parts",20,264,3421,4,"Others","a 0-20","NAM"
"1111","USA",1,152.2,29.94,35.18,0.48,54.35,"Plugs and Caps","Spare Parts",20,264,3421,4,"Others","b 20-100","NAM"
"1112","USA",2,304.41,55.54,64.38,0.89,108.7,"Plugs and Caps","Spare Parts",20,264,897,18,"Others","a 0-20","NAM"
"1113","USA",2,304.41,51.84,59.3,0.82,108.7,"Plugs and Caps","Spare Parts",20,264,897,18,"Others","a 0-20","NAM"
"1114","Northern Italy",2,546.31,46.67,233.41,1.41,126.04,"Plugs and Caps","Spare Parts",31,832,898,4,"Others","a 0-20","ITA"
"1115","Northern Italy",3,819.46,68.93,561.33,4.41,189.07,"Plugs and Caps","Spare Parts",31,832,1217,4,"Others","b 20-100","ITA"
"1116","Northern Italy",21,5736.22,404.43,449.39,15.7,1323.46,"Plugs and Caps","Spare Parts",31,832,173,29,"Nationals","e >500","ITA"
"1117","Northern Italy",3,702.79,69.21,64.66,66.38,162.59,"Plugs and Caps","Spare Parts",21,96,1169,4,"Nationals","e >500","CEU"
"1118","Northern Italy",12,3812.06,241.63,924.31,5.65,911.76,"Plugs and Caps","Spare Parts",36,420,3921,4,"Others","b 20-100","ITA"
"1119","Northern Italy",18,5379.53,99.63,615.21,31.59,1287.9,"Plugs and Caps","Spare Parts",35,576,286,4,"Nationals","e >500","ITA"
"1120","Northern Italy",1,301.56,42.44,205.07,1.42,87.05,"Plugs and Caps","Spare Parts",35,32,3930,4,"Others","b 20-100","ITA"
"1121","Northern Italy",2,668.49,23.3,69.47,2.63,169.51,"Plugs and Caps","Spare Parts",37,60,1206,4,"Nationals","e >500","ITA"
"1122","Northern Italy",3,799.81,49.89,62.9,2.25,160.15,"Plugs and Caps","Spare Parts",31,72,1092,4,"Nationals","e >500","ITA"
"1123","Northern Italy",2,806.77,67.15,109.53,1.26,274.83,"Plugs and Caps","Spare Parts",35,170,1150,4,"Others","a 0-20","FRA"
"1124","Northern Italy",3,1210.16,112.77,205.52,1.81,412.25,"Plugs and Caps","Spare Parts",35,170,1902,4,"Others","d 250-500","ITA"
"1125","Northern Italy",1,384.71,59.44,68.15,2.31,85.15,"Plugs and Caps","Spare Parts",42,39,4170,4,"Nationals","b 20-100","ITA"
"1126","Northern Italy",4,767.49,56.45,123.97,1.41,222.85,"Plugs and Caps","Spare Parts",29,3410,1902,4,"Nationals","d 250-500","FRA"
"1127","Northern Italy",40,7674.93,471.31,599.85,17.17,2207.71,"Plugs and Caps","Spare Parts",29,3410,1511,40,"Others","e >500","NAM"
"1128","Northern Italy",5,959.37,148.13,220.67,0.97,278.56,"Plugs and Caps","Spare Parts",29,3410,2113,4,"Others","a 0-20","FRA"
"1129","Northern Italy",4,767.49,46.67,63.04,0.85,222.85,"Plugs and Caps","Spare Parts",29,3410,1902,4,"Nationals","d 250-500","CEU"
"1130","Northern Italy",22,4221.21,278.98,400.07,10.89,1225.65,"Plugs and Caps","Spare Parts",29,3410,253,29,"Nationals","e >500","CEU"
"1131","Northern Italy",3,575.62,31.62,47.03,23.58,167.13,"Plugs and Caps","Spare Parts",29,3410,1256,18,"Others","c 100-250","ITA"
"1132","Northern Italy",19,3645.59,321.71,2498.55,19.91,1058.52,"Plugs and Caps","Spare Parts",29,3410,85,4,"Others","b 20-100","ITA"
"1133","Northern Italy",1,191.87,13.99,14.9,0.49,55.71,"Plugs and Caps","Spare Parts",29,3410,3444,4,"Nationals","e >500","ITA"
"1134","Northern Italy",2,383.75,31.88,37.32,0.69,111.42,"Plugs and Caps","Spare Parts",29,3410,909,4,"Others","c 100-250","CEU"
"1135","USA",21,4029.34,996.28,1136.98,15.32,1169.94,"Plugs and Caps","Spare Parts",29,3410,199,40,"Nationals","b 20-100","NAM"
"1136","USA",3,575.62,119.98,128.03,1.76,167.13,"Plugs and Caps","Spare Parts",29,3410,1256,29,"Others","c 100-250","NAM"
"1137","Northern Italy",26,4003.99,375.72,553.14,6.26,1164.64,"Plugs and Caps","Spare Parts",19,1559.25,244,40,"Nationals","d 250-500","FRA"
"1138","Northern Italy",7,1078,96.68,304.34,1.67,313.56,"Plugs and Caps","Spare Parts",19,1559.25,2536,29,"Others","b 20-100","IAM"
"1139","Northern Italy",6,924,82.72,78.16,1.18,268.76,"Plugs and Caps","Spare Parts",19,1559.25,2119,4,"Nationals","d 250-500","CEU"
"1140","Northern Italy",20,3079.99,272.72,284.51,7.07,895.88,"Plugs and Caps","Spare Parts",19,1559.25,4441,18,"Nationals","e >500","CEU"
"1141","Northern Italy",1,154,13.76,11.56,0.24,44.79,"Plugs and Caps","Spare Parts",19,1559.25,3090,1,"Nationals","d 250-500","ITA"
"1142","Northern Italy",1,154,16.38,104.69,0.72,44.79,"Plugs and Caps","Spare Parts",19,1559.25,3090,4,"Others","b 20-100","ITA"
"1143","Northern Italy",1,154,16.39,14.69,0.25,44.79,"Plugs and Caps","Spare Parts",19,1559.25,3090,4,"Others","c 100-250","CEU"
"1144","Northern Italy",1,154,20.06,22.17,0.24,44.79,"Plugs and Caps","Spare Parts",19,1559.25,3090,4,"Others","e >500","CEU"
"1145","Northern Italy",48,8498.05,723.97,740.83,611.45,3013.34,"Plugs and Caps","Spare Parts",19,1440,2190,51,"Nationals","e >500","CEU"
"1146","Northern Italy",11,4484.41,327.29,518.99,6.75,1140.82,"Plugs and Caps","Spare Parts",33,1620,4277,4,"Others","c 100-250","ITA"
"1147","Northern Italy",1,407.67,30.74,276.97,1.85,103.71,"Plugs and Caps","Spare Parts",33,1620,4152,4,"Others","b 20-100","ITA"
"1148","Northern Italy",9,3669.06,202.49,424.06,5.67,933.4,"Plugs and Caps","Spare Parts",33,1620,3957,29,"Nationals","c 100-250","ITA"
"1149","Northern Italy",6,2446.04,145.28,253.15,372.6,622.27,"Plugs and Caps","Spare Parts",33,1620,3127,29,"Others","e >500","ITA"
"1150","Northern Italy",1,407.67,54.63,56.91,0.77,103.71,"Plugs and Caps","Spare Parts",33,1620,4152,4,"Others","b 20-100","ITA"
"1151","Northern Italy",8,3261.39,254.16,262.63,4.56,829.69,"Plugs and Caps","Spare Parts",33,1620,3729,4,"Others","e >500","CEU"
"1152","Northern Italy",4,1628.34,112.16,196.33,1.54,415.3,"Plugs and Caps","Spare Parts",33,270,2501,4,"Others","e >500","IAM"
"1153","Northern Italy",2,814.17,106.55,338.66,1.28,207.65,"Plugs and Caps","Spare Parts",33,270,1198,4,"Nationals","d 250-500","IAM"
"1154","Northern Italy",1,484.09,70.59,91.01,5.15,128.87,"Plugs and Caps","Spare Parts",35,33,3784,4,"Others","b 20-100","ITA"
"1155","Northern Italy",4,206.9,18.6,19.51,0.41,35.92,"Plugs and Caps","Spare Parts",6,209,1797,4,"Nationals","d 250-500","CEU"
"1156","Northern Italy",40,2069.05,167.49,199.49,5.84,359.17,"Plugs and Caps","Spare Parts",6,209,1807,18,"Nationals","e >500","CEU"
"1157","Northern Italy",5,449.87,571.42,35.81,1.58,27.5,"Plugs and Caps","Spare Parts",4,0,1,4,"Strategic","Strategic","CEU"
"1158","Northern Italy",4,2362.18,108.5,194.89,7.47,613.34,"Plugs and Caps","Spare Parts",47,268,3124,4,"Others","e >500","NAM"
"1159","Northern Italy",2,619.19,73.64,89.14,1.43,16.79,"Plugs and Caps","Spare Parts",38,0,1,4,"Nationals","e >500","CEU"
"1160","USA",1,633.13,115.73,82.37,9.47,151.85,"Plugs and Caps","Spare Parts",58,90,1087,4,"Nationals","c 100-250","NAM"
"1161","Northern Italy",1,492.91,39.1,38.27,1.26,91.44,"Plugs and Caps","Spare Parts",58,60,3718,4,"Nationals","e >500","ITA"
"1162","Northern Italy",1,572.61,44.79,58.74,120.56,87.55,"Plugs and Caps","Spare Parts",55,360,3718,4,"Nationals","e >500","CEU"
"1163","Northern Italy",5,2863.03,211.57,427.17,7.49,437.76,"Plugs and Caps","Spare Parts",55,360,2496,40,"Nationals","e >500","CEU"
"1164","Northern Italy",1,551.14,58.65,51.87,8.76,30.25,"Plugs and Caps","Spare Parts",54,0,1,4,"Nationals","c 100-250","ITA"
"1196","Northern Italy",4000,355.83,124.49,27.95,11.28,25.37,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","e >500","CEU"
"1207","Northern Italy",8000,2080.3,822.45,163.16,64.86,38.51,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","e >500","CEU"
"1243","Northern Italy",8000,1054.62,754.12,82.92,33.84,26.25,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","e >500","CEU"
"1528","Northern Italy",170,497.86,293.82,52.84,79.82,12.56,"Plugs and Caps","Spare Parts",1,0,1,74,"Nationals","e >500","CEU"
"1539","Northern Italy",90,511.19,146.22,51.93,71.12,10.05,"Plugs and Caps","Spare Parts",1,0,1,60,"Nationals","e >500","CEU"
"1541","Northern Italy",152,863.34,217.48,98.91,5.1,16.97,"Plugs and Caps","Spare Parts",1,0,1,60,"Nationals","e >500","ITA"
"1620","Northern Italy",190,488.65,268.98,50.88,1.94,134.17,"Plugs and Caps","Spare Parts",1,0,1,60,"Nationals","e >500","ITA"
"1623","Northern Italy",30,77.17,46.25,52.76,0.43,21.18,"Plugs and Caps","Spare Parts",1,0,1,51,"Others","b 20-100","ITA"
"1641","Northern Italy",27,90.04,47.41,17.3,1.16,19.13,"Plugs and Caps","Spare Parts",1,0,1,64,"Others","b 20-100","ITA"
"1642","Northern Italy",165,550.21,267.55,57.31,2.19,116.88,"Plugs and Caps","Spare Parts",1,0,1,64,"Nationals","e >500","ITA"
"1646","Northern Italy",26,86.71,46.45,59.3,0.48,18.42,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","b 20-100","ITA"
"1677","Northern Italy",50,77.03,77.56,17.37,0.2,10.16,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","a 0-20","FRA"
"1692","Northern Italy",50,88.42,51.75,21.78,0.18,15.3,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","b 20-100","ITA"
"1697","Northern Italy",92,162.69,96.21,14.07,0.32,28.16,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","e >500","CEU"
"1744","Northern Italy",1100,508.57,336.44,40.47,1.56,135.8,"Plugs and Caps","Spare Parts",1,0,1,64,"Nationals","e >500","ITA"
"1752","USA",1440,665.77,570.14,209.68,2.83,177.77,"Plugs and Caps","Spare Parts",1,0,1,29,"Nationals","a 0-20","NAM"
"1753","Northern Italy",30,27.33,61.5,18.57,0.12,81.2,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","b 20-100","ITA"
"1759","Northern Italy",64,118.32,76.3,12.41,0.19,23.01,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","b 20-100","APA"
"1796","Northern Italy",5,159.69,54.99,26.38,0.58,65.13,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","e >500","FRA"
"1856","Spain",40,710.05,41.65,108.05,0.95,203.37,"Plugs and Caps","Spare Parts",0,0,2704,29,"Others","e >500","CEU"
"1861","Spain",10,210.33,31.63,34.36,0.2,29.61,"Plugs and Caps","Spare Parts",0,0,3139,4,"Others","d 250-500","ITA"
"1865","Spain",10,69.13,21.79,10.13,0.1,29.83,"Plugs and Caps","Spare Parts",0,0,3460,4,"Others","b 20-100","CSI"
"1869","Spain",20,296.88,30.92,36.33,0.4,59.77,"Plugs and Caps","Spare Parts",0,0,846,4,"Others","a 0-20","CEU"
"1870","Spain",10,303.44,16.27,24.97,0.34,34.81,"Plugs and Caps","Spare Parts",0,0,3502,4,"Nationals","d 250-500","APA"
"1871","Spain",10,652.17,31.08,51.96,0.61,122.23,"Plugs and Caps","Spare Parts",0,0,1900,4,"Nationals","d 250-500","APA"
"1872","Spain",6,114.95,105.36,14.97,0.14,26.58,"Plugs and Caps","Spare Parts",0,0,3318,29,"Nationals","c 100-250","ITA"
"1976","Spain",16,560.75,88.66,93.14,1.03,14.86,"Plugs and Caps","Spare Parts",1,0,1,40,"Nationals","d 250-500","ITA"
"1985","Spain",5,205.18,38.89,31.77,0.33,13.84,"Plugs and Caps","Spare Parts",0,0,1282,40,"Others","e >500","CEU"
"2005","USA",15,450.14,42.44,52.61,2.88,135.95,"Plugs and Caps","Spare Parts",0,0,2077,29,"Nationals","e >500","NAM"
"2006","Brasil",7,248.33,91.71,43.47,0.39,22.96,"Plugs and Caps","Spare Parts",0,0,2572,29,"Others","c 100-250","SAM"
"2008","Spain",10,354.76,17,29.43,0.41,32.8,"Plugs and Caps","Spare Parts",0,0,3300,4,"Nationals","d 250-500","APA"
"2010","Spain",40,660.74,35.14,73.45,1.27,134.03,"Plugs and Caps","Spare Parts",0,0,2011,29,"Nationals","e >500","SAM"
"2013","Spain",20,330.37,13.85,99.37,0.61,67.02,"Plugs and Caps","Spare Parts",0,0,987,4,"Others","a 0-20","IAM"
"2015","Spain",12,198.22,10.28,20.1,0.29,40.21,"Plugs and Caps","Spare Parts",0,0,4013,18,"Others","c 100-250","CEU"
"2018","Spain",15,247.78,18.22,37.98,0.3,50.26,"Plugs and Caps","Spare Parts",0,0,4427,29,"Others","e >500","ITA"
"2021","USA",139,2296.09,399.84,453.2,24.82,465.76,"Plugs and Caps","Spare Parts",0,0,4267,74,"Nationals","e >500","NAM"
"2022","USA",32,528.6,110.74,125.43,9.17,107.23,"Plugs and Caps","Spare Parts",0,0,1804,64,"Nationals","e >500","NAM"
"2031","Spain",16,417.56,21.22,179.23,0.67,107.98,"Plugs and Caps","Spare Parts",0,0,1366,4,"Others","b 20-100","CSI"
"2033","Spain",9,128.41,46.67,16.84,0.17,65.22,"Plugs and Caps","Spare Parts",0,0,1030,29,"Others","d 250-500","ITA"
"2035","Spain",20,316.71,32.35,27.33,0.45,144.39,"Plugs and Caps","Spare Parts",0,0,2152,4,"Nationals","d 250-500","APA"
"2063","USA",2161,1096.95,522.14,370.48,5.32,11.67,"Plugs and Caps","Spare Parts",1,0,1,17,"Strategic","Strategic","NAM"
"2104","USA",2360,3419.72,477.76,558.16,40.76,30.07,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","e >500","NAM"
"2109","USA",18,305.53,33.85,45.56,2.49,65.08,"Plugs and Caps","Spare Parts",0,0,895,18,"Nationals","e >500","NAM"
"2110","USA",33,324.95,68.97,84.57,4.64,97.02,"Plugs and Caps","Spare Parts",0,0,1305,40,"Nationals","e >500","NAM"
"2111","USA",8,78.77,15.52,17.89,1.31,23.52,"Plugs and Caps","Spare Parts",0,0,3008,29,"Nationals","e >500","NAM"
"2115","Spain",10,137.59,25.78,12.91,0.27,50.82,"Plugs and Caps","Spare Parts",0,0,4469,4,"Nationals","d 250-500","APA"
"2118","Spain",5,68.79,13.05,10.83,0.11,25.41,"Plugs and Caps","Spare Parts",0,0,3139,51,"Others","e >500","ITA"
"2121","USA",12,165.11,60.79,52.98,2.9,60.98,"Plugs and Caps","Spare Parts",0,0,920,29,"Nationals","e >500","NAM"
"2123","USA",7,96.31,42.22,40.75,0.55,35.57,"Plugs and Caps","Spare Parts",0,0,3780,4,"Nationals","e >500","NAM"
"2124","USA",14,262.77,37.14,45.58,2.5,53.08,"Plugs and Caps","Spare Parts",0,0,4456,29,"Nationals","e >500","NAM"
"2127","USA",32,520.02,91.87,114.93,8.4,98.87,"Plugs and Caps","Spare Parts",0,0,1318,68,"Nationals","e >500","NAM"
"2128","USA",16,459.79,36.91,42.72,2.33,83.27,"Plugs and Caps","Spare Parts",0,0,1194,40,"Nationals","e >500","NAM"
"2130","USA",23,217.54,45.03,53.84,2.95,77.78,"Plugs and Caps","Spare Parts",0,0,1107,40,"Nationals","e >500","NAM"
"2131","USA",18,1131.95,42.61,45.87,2.48,80.52,"Plugs and Caps","Spare Parts",0,0,910,29,"Nationals","e >500","NAM"
"2139","Spain",6,76.77,10.23,15.96,0.12,22.51,"Plugs and Caps","Spare Parts",1,0,2483,4,"Others","b 20-100","APA"
"2145","Spain",3,90.91,11.58,13.65,0.14,19.09,"Plugs and Caps","Spare Parts",1,0,1910,18,"Others","d 250-500","APA"
"2146","USA",15,628.99,92.02,114.49,6.27,86.33,"Plugs and Caps","Spare Parts",1,0,831,18,"Nationals","e >500","NAM"
"2147","USA",27,606.61,86.02,100.58,5.51,83.74,"Plugs and Caps","Spare Parts",0,0,1093,40,"Nationals","e >500","NAM"
"2154","Spain",10,132.77,22.04,20.59,0.21,82.37,"Plugs and Caps","Spare Parts",0,0,1257,40,"Others","e >500","CEU"
"2155","USA",25,331.91,108.62,94.07,5.16,205.93,"Plugs and Caps","Spare Parts",0,0,2983,29,"Nationals","e >500","NAM"
"2158","USA",9,386.44,29.66,33.08,1.81,70.49,"Plugs and Caps","Spare Parts",0,0,1027,18,"Nationals","e >500","NAM"
"2159","USA",3,128.81,11.02,12.68,2.21,23.5,"Plugs and Caps","Spare Parts",0,0,3008,18,"Nationals","e >500","NAM"
"2161","USA",16,411.56,61.91,69.63,3.81,92.49,"Plugs and Caps","Spare Parts",0,0,1305,18,"Nationals","e >500","NAM"
"2163","USA",29,707.88,89.97,108.62,5.94,370.81,"Plugs and Caps","Spare Parts",0,0,4012,29,"Nationals","e >500","NAM"
"2164","Spain",40,699.86,32.28,75.84,1.2,295.95,"Plugs and Caps","Spare Parts",0,0,3649,29,"Nationals","e >500","SAM"
"2167","Spain",20,349.93,13.13,105.57,0.67,147.97,"Plugs and Caps","Spare Parts",0,0,2430,4,"Others","a 0-20","IAM"
"2171","Spain",15,262.45,18.33,40.41,0.33,110.98,"Plugs and Caps","Spare Parts",0,0,1895,29,"Others","e >500","ITA"
"2175","USA",161,2816.95,518.76,616.8,33.79,1191.18,"Plugs and Caps","Spare Parts",0,0,1572,74,"Nationals","e >500","NAM"
"2176","USA",63,1102.29,212.36,243.14,17.77,466.12,"Plugs and Caps","Spare Parts",0,0,4432,60,"Nationals","e >500","NAM"
"2177","USA",4,69.99,11.07,12.68,2.21,29.59,"Plugs and Caps","Spare Parts",0,0,3641,18,"Nationals","e >500","NAM"
"2229","Spain",6,179.33,15.65,17.15,0.14,26.18,"Plugs and Caps","Spare Parts",1,0,2483,18,"Nationals","e >500","SAM"
"2245","USA",21,592.78,36.13,36.77,2.67,78,"Plugs and Caps","Spare Parts",0,0,987,60,"Nationals","e >500","NAM"
"2254","USA",13,673.83,47.1,59.13,4.3,158.85,"Plugs and Caps","Spare Parts",0,0,2107,40,"Nationals","e >500","NAM"
"2256","Spain",150,1637.8,133.83,149.73,2.78,23.79,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","d 250-500","UKE"
"2262","UK",82,895.33,79.52,10.06,0.56,13.01,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","a 0-20","UKE"
"2263","USA",425,4640.42,247.32,103.05,5.52,67.41,"Plugs and Caps","Spare Parts",1,0,1,40,"Nationals","e >500","NAM"
"2271","USA",1,63.01,15.06,12.33,5.77,10.47,"Plugs and Caps","Spare Parts",0,0,1176,4,"Nationals","e >500","NAM"
"2272","USA",1,63.01,15.41,12.55,0.17,10.47,"Plugs and Caps","Spare Parts",0,0,1176,4,"Others","a 0-20","NAM"
"2278","USA",14,363.11,60.47,59.68,3.27,101.85,"Plugs and Caps","Spare Parts",1,0,1051,18,"Nationals","e >500","NAM"
"2279","USA",59,1770.56,411.35,506.28,237.11,296.22,"Plugs and Caps","Spare Parts",1,0,2676,10,"Nationals","e >500","NAM"
"2280","USA",28,1892.85,256.89,280.71,131.23,33.9,"Plugs and Caps","Spare Parts",1,0,1,10,"Nationals","e >500","NAM"
"2281","USA",2,93.75,14.46,18.71,0.26,13.65,"Plugs and Caps","Spare Parts",1,0,994,4,"Others","a 0-20","NAM"
"2283","USA",4,234.66,29.23,29.18,13.63,16.78,"Plugs and Caps","Spare Parts",0,0,1910,29,"Nationals","e >500","NAM"
"2284","Spain",22,543.79,18,59.43,0.97,113.73,"Plugs and Caps","Spare Parts",0,0,1841,29,"Nationals","e >500","SAM"
"2285","USA",17,420.2,60.11,75.29,4.12,87.88,"Plugs and Caps","Spare Parts",0,0,1201,29,"Nationals","e >500","NAM"
"2287","USA",13,277.27,51.7,67.12,3.68,98.64,"Plugs and Caps","Spare Parts",0,0,1800,18,"Nationals","e >500","NAM"
"2291","USA",16,342.11,48.44,62.39,3.42,68.75,"Plugs and Caps","Spare Parts",0,0,982,29,"Nationals","e >500","NAM"
"2294","Brasil",60,369.04,145.28,72.13,0.64,13.09,"Plugs and Caps","Spare Parts",0,0,1,4,"Others","b 20-100","SAM"
"2295","Brasil",70,430.54,139.88,69.56,0.62,15.27,"Plugs and Caps","Spare Parts",0,0,1,4,"Others","c 100-250","SAM"
"2303","Spain",90,746.35,36.39,76.18,0.94,67.14,"Plugs and Caps","Spare Parts",1,0,1,29,"Nationals","e >500","SAM"
"2306","Spain",25,207.32,13.13,56.21,0.32,18.65,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","d 250-500","IAM"
"2307","Spain",20,165.86,14.15,16.8,0.41,14.92,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","d 250-500","APA"
"2308","Spain",35,290.25,25.75,30.04,0.42,26.11,"Plugs and Caps","Spare Parts",1,0,1,4,"Others","d 250-500","IAM"
"2311","Spain",100,829.28,47.05,101.91,1.43,74.6,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","c 100-250","IAM"
"2313","Spain",15,124.39,10.92,19.91,0.22,11.19,"Plugs and Caps","Spare Parts",1,0,1,40,"Others","e >500","ITA"
"2317","Spain",15,124.39,10.69,64.55,0.13,11.19,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","b 20-100","IAM"
"2320","USA",872,7231.33,527.3,316.08,22.86,629.77,"Plugs and Caps","Spare Parts",1,0,1,18,"Nationals","e >500","NAM"
"2321","USA",32,265.37,73.44,90.89,42.58,23.87,"Plugs and Caps","Spare Parts",1,0,1,40,"Nationals","e >500","NAM"
"2324","USA",60,497.57,51.64,45.15,0.61,44.76,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","c 100-250","NAM"
"2325","USA",70,580.5,63.01,55.43,0.76,52.22,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","a 0-20","NAM"
"2326","USA",20,165.86,15.21,12.14,0.16,14.92,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","b 20-100","NAM"
"2327","USA",24,199.03,26.83,27.05,0.36,17.9,"Plugs and Caps","Spare Parts",1,0,1,4,"Nationals","e >500","NAM"
"2351","USA",870,641.05,188.02,132.78,23.18,17.43,"Plugs and Caps","Spare Parts",1,0,1,51,"Nationals","e >500","NAM"
"2353","USA",508,374.31,99.06,58.1,0.83,10.18,"Plugs and Caps","Spare Parts",1,0,1,74,"Strategic","Strategic","NAM"
"2381","USA",60,710.1,46.82,79.56,13.86,28.36,"Plugs and Caps","Spare Parts",0,0,1,40,"Nationals","e >500","NAM"
"2387","Brasil",18,339.29,167.68,80.2,0.71,23.83,"Plugs and Caps","Spare Parts",1,0,1,18,"Others","c 100-250","SAM"
"2388","Brasil",11,207.35,93.78,44.84,0.4,14.56,"Plugs and Caps","Spare Parts",1,0,1,29,"Others","c 100-250","SAM"
"2397","Brasil",4,108.03,40.15,16.84,0.15,29.23,"Plugs and Caps","Spare Parts",1,0,2692,4,"Others","b 20-100","SAM"
"2398","Brasil",7,189.06,95.45,41.57,0.37,51.15,"Plugs and Caps","Spare Parts",1,0,3780,18,"Others","c 100-250","SAM"
"2402","Spain",35,945.3,64.92,102,1.59,255.76,"Plugs and Caps","Spare Parts",1,0,2558,18,"Nationals","e >500","SAM"
"2405","USA",10,270.09,26.97,16.98,0.92,73.07,"Plugs and Caps","Spare Parts",1,0,4469,18,"Nationals","e >500","NAM"
"2423","Spain",4,169.55,13.36,24.87,0.22,14.02,"Plugs and Caps","Spare Parts",0,0,1333,18,"Nationals","d 250-500","ITA"
"2430","Spain",3,163.7,15.39,12.49,0.28,37.48,"Plugs and Caps","Spare Parts",0,0,1359,4,"Nationals","e >500","UKE"
"2444","Spain",50,689.95,52.1,76.91,7.49,378.66,"Plugs and Caps","Spare Parts",1,0,3915,18,"Strategic","Strategic","CEU"
"2446","Spain",10,137.99,18.52,11.03,0.29,75.73,"Plugs and Caps","Spare Parts",1,0,1090,4,"Nationals","e >500","UKE"
"2449","Spain",7,120.13,28.86,12.77,0.19,78.12,"Plugs and Caps","Spare Parts",0,0,991,29,"Nationals","e >500","SAM"
"2452","Spain",10,171.62,48.22,13.45,0.33,111.6,"Plugs and Caps","Spare Parts",0,0,1314,4,"Nationals","e >500","UKE"
"2453","USA",5,85.81,33.17,19.62,9.18,55.8,"Plugs and Caps","Spare Parts",0,0,4379,29,"Nationals","e >500","NAM"
"2465","Spain",1560,916.36,176.41,121.3,1.28,19.17,"Plugs and Caps","Spare Parts",1,0,2,40,"Others","d 250-500","ITA"
